hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Tivoli Carvoeiro Algarve Resort,Leanne F,2,Leanne Fwrote a review Aug 2025,"We regularly visit this wonderful hotel and only have positive things to say. The views and location are spectacular but the culture of the hotel is testimony to the amazing staff who work here. Every one of them is friendly, welcoming and helpful - even at the busiest of times, and their hard work is evident.This year we tried something new on offer from the hotel - a private wine tasting experience. We can highly recommend. A selection of fabulous Algarvian wines, with the most beautifully crafted, tasty canapés, overlooking the wonderful views from The One restaurant was an experience to remember. Bernardo, our guide, is clearly an expert in his field, his warm manner and his knowledge meant our experience was informative and fun!  Thank you Bernardo!We look forward to trying the mocktail/cocktail making experience next time we visit!Thank you once again Tivoli Carvoeiro, we can’t wait to come back!",Aug,2025,Aug 2025,2025-08-01,2025,5
Belmar Spa & Beach Resort,Graham C,0,Graham Cwrote a review Mar 2024,Excellent staff from front desk to housekeeping. Resort pristinely clean and well maintained. Very quiet and peaceful. Bed very comfortable. Direct beach and hiking access.We enjoyed our stay immensely.Unequivocally very highly recommended.,Mar,2024,Mar 2024,2024-03-01,2024,5
Quinta Mirabela,Fabrice B,2,Fabrice Bwrote a review Jun 2015,The hotel has absolut all standarts.the staff is so friendly and the food and the view over funchal is awesome.The only things I have to complain is 1. The air conditioning was not working properly.The cleaning lady was not really good...saw lot of dirt traces in the bathroom after she cleaned.The shower is not the latest version...The sauna in the spa area looks really cheap and not nice at all.The hotel is a good one but too good rated!,Jun,2015,Jun 2015,2015-06-01,2015,3
Belmar Spa & Beach Resort,paul H,7,paul Hwrote a review Aug 2022,"I went to his hotel purely for a massage as my hotel uses this hotel as its spa. Zoe was the massage therapist and I have to admit, probably the best massage I have ever had ( and I have a lot of massages on holiday!!!! At least 4-5 every week I am away ). I had a deep tissue and it was perfect, enough pressure to take out the knots but not to much that it hurt. In fact it was that good, the whole family is going tomorrow, says everything really. Thanks",Aug,2022,Aug 2022,2022-08-01,2022,5
Villas Barrocal,Carla,0,Carlawrote a review Aug 2025,"A lot of money for the conditions they present, little sympathy, they don't even ask how it went, at least give an aspiradela in the house....",Aug,2025,Aug 2025,2025-08-01,2025,3
Belmar Spa & Beach Resort,Brianna O,0,Brianna Owrote a review Jun 2022,"My family and I had an amazing time, such clean and beautiful facilities. the staff was so caring and made our stay very relaxing. Would definitely love to return here! On top of great service, the food and drinks were very enjoyable. the walk to the beach was perfect and the town was so close that we could enjoy all the local restaurants and spots.",Jun,2022,Jun 2022,2022-06-01,2022,5
Belmar Spa & Beach Resort,Lucy P,28,Lucy Pwrote a review Sep 2016,"First time staying here and was very impressed. Location was very good as it was less than a 5 minute walk to the beach, however you need to get taxis into town to eat etc every night as it is around a 30/ minute walk depending on what side of town you are on. The facilities available such as the gym, spa and pools were fab and very well looked after. Staff were very friendly and helpful!We stayed in a 3 bed apartment for a week - plenty of space and good facilities within the room/kitchen were available. My only niggle was that our apartment only got cleaned twice, one being the afternoon on the day before we went home. This meant we only had one shower towel and one beach towel for the holiday!On the whole it was a very pleasant stay and would stay there again :-)",Sep,2016,Sep 2016,2016-09-01,2016,4
Tivoli Carvoeiro Algarve Resort,Nicole W,0,Nicole Wwrote a review Jun 2024,"This hotel is just okay, the large resort environment I have learned is not my preference. We visited June 6-8, when we arrived my friend was anxious to go the beach but it was closed, we never did get an explanation why. There was a wedding & events taking place at the resort and many of the restaurants were closed to private events. Friday night the sky bar was even closed which was disappointing as the views up there are great. The worst part of our stay was the smell in our room, it was indescribably bad. That said, they sent someone to our room right away to look into it. They did not find the cause but they did put peppermint in the vents and we kept the sliding doors open for the duration of our stay. The staff at the hotel were all professional and pleasant.",Jun,2024,Jun 2024,2024-06-01,2024,3
Pestana Vila Lido,Denise l,0,Denise lwrote a review Feb 2025,Excellent service staff very friendly food excellent and room great with sea viewBest breakfast we have had in a hotel and the evening meal in the restaurant was good value for money and we eat in the hotel restaurant 5 times and all the meals were excellent,Feb,2025,Feb 2025,2025-02-01,2025,5
1908 Lisboa Hotel,Russell C,51,Russell Cwrote a review Dec 2019,"This was our third hotel stay in a two week holiday and it left the competition standing.  From the moment that we walked in the door the staff were excellent and the standard never dropped for a moment.  The welcome was made to feel extra special with a little welcome taste of local food in the room and a complementary drink at the bar, neither of which we had been expecting.The location to see the city is good but it is on the edge of the key sights, and the taxi did drive through some 'interesting' streets to reach it, that we felt no urge to explore on foot!The room is geared up to short stay visitors with hand luggage, so nowhere to store any clothes and four hangers to use.  We had to live our of suitcases which made space rathe tight. The bed was very comfortable and there was a large bathroom which surprisingly lacked a bidet and the shower fitting was broken and had been so for some time.  Useable but awkward.  There is also a quiet side and noisy side to the hotel.  Our room overlooked the main road which had a constant flow of trams and sirens from the emergency vehicles passing by.  Not overly intrusive but noticeable.We did try to use the television one evening but the computer overlay for the hotel portal made it so slow and unresponsive that we gave up.  Wifi coverage though was good.  Security is up to standard with key access required to use the lifts or stairs.Unfortunately we were ill during our stay (completely unrelated to the hotel).  On our final evening we felt well enough to eat carefully in the restaurant and the chef cooked us a light meal, he then came out to enquire how we were and if the meal was suitable for us.  When I write that the staff were excellent they truly were.Highly recommended, you will not be disappointed.",Dec,2019,Dec 2019,2019-12-01,2019,4
